subject,activities,Mean of body acceleration (x axis),Mean of body acceleration (y axis),Mean of body acceleration (z axis),Mean of angular velocity (x axis),Mean of angular velocity (y axis),Mean of angular velocity (z axis),Mean of total acceleration (x axis),Mean of total acceleration (y axis),Mean of total acceleration (z axis)
1,laying,-0.011535888911514063,-0.012260907411439688,-0.0016173186560131244,0.011470440378349532,0.004448692664973437,0.02759843499418281,0.1481625732290625,0.7104549807047812,0.43097425173548437
1,sitting,-0.0033669880771878325,0.008302968745452194,0.001243222193540891,-0.018229270711354058,-0.007939407745763098,-0.010357234357467751,0.9203974209773936,0.23051247308676862,0.3220262739694149
1,standing,2.765324364535377e-4,5.24808830951651e-4,-7.578602536434552e-4,0.003802733894823703,0.006746301110150649,-0.005103968594776238,1.0028541055129716,-0.25405924694870285,0.006975224716001179
1,walking,-5.0491199055920796e-5,-1.2885413594736846e-4,-9.383201095600329e-4,-0.014599858215148026,0.002171393077113487,-6.143049075312501e-4,0.9970611809210527,-0.2638825236461546,-0.07338911638832549
1,walking downstairs,0.002393124844292092,0.003786799231664541,2.449301933434309e-4,-0.007635393746619899,-0.007493769602104593,0.0016606945616230884,0.9971364992028061,-0.2444317998309949,-0.06632631842016581
1,walking upstairs,-0.004557285089696344,-0.003574552720794516,0.003635607257815448,0.08067649511583137,-0.04146095173051297,-0.012380683650188679,0.9629419350972878,-0.34721572298245873,-0.07598915283581957
2,laying,7.826204599078776e-4,-5.35310148371875e-4,3.508313103059896e-4,0.009486628858291634,-0.016913599976112303,0.025913675310260415,-0.024011024614453126,0.7691082066080729,0.630486895328776
2,sitting,-1.0065241385071335e-4,7.606279529014947e-4,-3.008189988987773e-4,-0.018353656929914062,0.006506350649667799,-0.0199630489963625,1.0007267641304347,-0.08668060831922554,0.18946841015523097
2,standing,6.918301412624423e-5,-6.727782929701968e-4,7.925207856686921e-4,0.003932010286347945,-0.003476618242225405,6.649366736782408e-4,0.9700984325665509,-0.35221331011284723,0.12277379744270833
2,walking,-2.3682352644597472e-4,-7.640919728124999e-4,9.273586101697563e-4,-0.026145655412298727,0.011784514857482786,-0.0015486812059666317,0.981170597153072,-0.32887858792770125,0.0786663049567929
2,walking downstairs,8.156667493351188e-6,-0.002897021400731383,-0.0028096449867669546,-0.09103970326037233,0.031386088491999004,0.004798125374301861,0.9452162308344415,-0.3102107848314495,-0.051464899919776264
2,walking upstairs,-0.006267116015266927,-0.0022417460815084634,-0.014603116950817382,-0.030957360475748697,0.019076103948372395,-0.007743288215625001,0.8886483344075521,-0.3998762861083333,-0.21263173670079102
3,laying,-4.243020754899194e-4,-9.533147508901209e-4,0.0023147489256525704,0.007072811376636089,0.0011236255357144657,0.02286720155645892,0.16431185728326614,0.8530791370715726,0.4770509182207661
3,sitting,-0.004199547465150841,0.0071518143813936,0.0032867950034738583,-0.011202138350172326,-4.0706760554777647e-4,0.003398473711746695,0.9687790636268029,0.152350318292488,0.1343812901484375
3,standing,5.091736954852716e-4,0.0014688976675824794,0.002208628762879226,0.003106704726577869,0.007146789681439549,-0.008766200698723872,0.9974847590804303,-0.28183020950307375,0.021019500186045082
3,walking,-4.1387283059065184e-4,-2.026214477640079e-5,-0.001442669837578125,0.002098136592214439,-0.0016144030650565738,-0.0022059581740490296,0.9976055302532327,-0.24362070988345905,-0.14268909977942887
3,walking downstairs,0.003059828422748724,-0.0011629786873022959,-0.002587294146285842,-0.10715548348792092,0.027271847638016582,0.016594449326256377,1.0028833640959822,-0.2116480838320153,-0.1086963006314037
3,walking upstairs,-0.0034530665892213985,-0.008010772423569915,-5.804824698305085e-4,0.10300380523233581,-0.02931820226847193,-0.02866763644067002,0.9571029862817797,-0.372323638454714,-0.16623394618361492
4,laying,-0.002888540681130917,0.0011198193173706597,-7.863790902905093e-4,0.019021493100599102,-0.008430931928733797,0.03690653379800981,0.03532302788776331,0.933186772265625,0.32932037685619214
4,sitting,-0.0012442092732226563,0.005232062581048125,8.037326187065626e-4,-0.022451050189938437,-0.006813339538680937,0.00655809741564375,0.94924790875,0.23464342302567032,0.10349738955
4,standing,6.025762995636162e-4,0.004012021602350726,0.004013685766475725,-0.003063160494341518,0.005650241380790737,-0.004766320155121652,1.0125477252232142,-0.053737575912458146,0.1624999022315848
4,walking,2.073681559713541e-4,0.0012054397657252605,-0.0010225444678450522,-0.0042526381956770835,7.444555404166671e-4,-0.0025515666579895833,1.0176701210677084,-0.06648473115061458,0.11900994170319011
4,walking downstairs,4.924429676319446e-4,0.0038479022368055555,5.054588244184028e-4,-0.07752023928817015,0.0017774433754513895,-0.011980403582329862,1.0064503833159721,-0.040103484062954865,0.14112670954269443
4,walking upstairs,-0.0013805491281400242,-0.0077849639977073315,-0.0019529114579281848,0.06915956515820913,-0.005240835258563701,-8.663297509224762e-4,1.0035395291616587,-0.2223799720143134,0.07523615165976863
5,laying,1.563249781583233e-4,-6.116123980615985e-4,1.2223764604537258e-4,0.0059626190485652045,-0.002497464544571514,0.03255762636953365,-0.0060492151821024635,0.971130498046875,0.2536879033203125
5,sitting,-7.999279483135653e-4,0.0037960669815349435,-7.685733161328127e-5,-0.01501709759530895,-0.004157809677788707,-0.0017435169001786223,0.9577745163352273,0.19008484661020952,0.13493504880057883
5,standing,0.001023938325357101,0.005315396944924414,0.0020271487735574775,-0.0047403974433917135,0.010543235582508454,-0.007629465061181919,1.0157915072265624,-0.01529030851985212,0.1327460997642299
5,walking,5.4937884497767616e-5,-7.70382653041294e-5,1.8692753149832596e-4,-0.021882238926534597,0.002404600030619419,-0.0021196732030412946,1.02361758344029,-0.08233507730424386,-0.002904056177935268
5,walking downstairs,0.003290731731050532,0.004530259379072473,0.002638663569105718,-0.04189306606431183,0.001606775369853724,-0.002512493453789894,1.0155552284906915,-0.038095355770540226,0.01841751914331782
5,walking upstairs,-0.0018786931115392282,-0.008071634552569814,2.762255304903589e-4,0.06930044340817487,-0.019349285570013298,-0.019424622491097075,0.9963635512300532,-0.2556233059610738,-0.028050900172624002
6,laying,-0.005959699215350329,0.003611395461868695,-0.008196384750292763,0.020332399650271928,-0.014844625251799616,0.04105876081785609,-0.007383978147036733,0.9770548270970395,0.1591086852499589
6,sitting,-1.6430344253457388e-4,0.0013359305114644887,-6.012490922018466e-4,-0.009869334611814773,-0.0070292750622625005,-3.9753155614772755e-4,0.9958651362926136,0.08756835461105114,0.06219525126981818
6,standing,5.709434258226425e-4,-5.168960705825384e-4,-0.0012768297605482456,-5.951211306866776e-4,0.006933606563001645,-0.004245908429654605,1.0046951933936403,-0.21242203097861842,0.0068776135162390345
6,walking,0.00125361086125,1.2731823721491204e-4,-6.592030917050439e-4,0.0022331413704021375,-4.823962239172172e-5,-0.001085192178042763,1.0145210072231359,-0.19624124603777138,0.026431884710888157
6,walking downstairs,-1.0932653372395879e-4,-0.0012581418060774738,3.628077853190106e-4,-0.0705534005924528,0.018132524835807292,2.958571804280603e-4,0.9922698622721354,-0.19697900344543132,-0.008188245290716146
6,walking upstairs,-0.0019261144401348043,-0.005299879253538603,-0.004550373219123775,-0.0506039534477022,0.010132062913538603,-0.008811700211871935,0.9799161727175245,-0.32754730065781557,-0.028216790849957107
7,laying,-0.00564642044646875,-0.00173246452809381,0.0022947441969852762,0.025627430398428484,-0.02675836343357632,0.030798623930954328,-0.025532023775633114,0.40927140727163464,0.8886299860877404
7,sitting,0.0014629411161930339,0.0013255376993787434,-0.004676616279938529,-0.0226516064794125,0.018388183872266928,-0.02672586215087386,1.0225665166829427,0.02546194679056966,0.05364029059073242
7,standing,0.0010608573298723468,0.0013449141311895638,0.002817740916127948,-0.0015298408928352003,-0.0013970318504958727,-5.436307724161262e-4,1.0147958909787735,-0.09805824632989386,-0.0534716677109375
7,walking,-4.0861767949972597e-4,-7.949050712993422e-4,-8.604039364939693e-4,0.03090254435348136,-0.00423138748870614,-0.009835385242736019,0.9948241805235746,-0.141635712329906,-0.16445306385064967
7,walking downstairs,5.628712701695482e-4,2.648352199833777e-4,0.0037557500831781913,-0.08017161791166888,0.011116652317451795,0.013526427767952128,0.9944216745345745,-0.11138748769710306,-0.15402764615339096
7,walking upstairs,-0.005949311738135723,-0.0054684374507935046,-0.011714549360554534,-0.1145861753679473,0.032447855984466915,0.02340606006570619,0.9087886877604167,-0.22805999182069547,-0.4138663273728707
8,laying,-0.003363542844190972,-0.002145267685678241,0.002002614370512442,0.03406389524837818,-0.006681211041587384,0.022950738698267477,0.04526852907730903,0.6050890566695601,0.7038742862847223
8,sitting,-0.0020781782661932744,0.005461567795401325,0.0012706846236317936,-0.027913265940465014,-0.009557907867205095,-0.00651842875019922,0.9223538041779892,0.26330960993121605,0.25508251635869567
8,standing,4.2148084476984957e-4,0.0012204616458194445,7.243184482164352e-4,0.005886612231711487,0.020916640057583914,-0.01002196107795544,1.0134077497395833,-0.0710702226331062,-0.10104737958839699
8,walking,-5.954617505533853e-4,-7.997411818196613e-4,3.486901870605467e-4,0.05278825144700521,-0.009685622020035808,-0.015653086234641927,0.9812143670735677,-0.19957261256044923,-0.18822572392631837
8,walking downstairs,0.001217592287413651,-0.0020811162752775495,2.3437766988075638e-4,-0.09644631946924342,0.010954767985608554,0.012308900861862664,0.9833365734786184,-0.1713992176193976,-0.14465802721568669
8,walking upstairs,-0.0038528055909032017,-0.0058238552295579275,-0.002251097820141006,0.2272879814742721,-0.05863367037802725,-0.07027773402040778,0.9403208756859757,-0.278742426824657,-0.1967603075532965
9,laying,-0.003787810910176344,-0.001777399537276875,2.503709303321875e-4,0.014483070598267813,-0.038179902601117185,0.00661327766128875,-0.07843890639135,-0.10272575675468751,0.936051265671875
9,sitting,-0.006027659743680625,-0.00518146462093375,0.010877837487744124,-0.015113380428971406,0.014859690894535937,-0.0024523321970799997,0.9777186296406251,-0.028499442444834374,0.08914353529474688
9,standing,9.756465815226736e-4,-0.0015249377373980904,0.004305291341182118,-0.0015555374763826387,0.006108368611498611,0.005713014871338195,1.0165457612847222,0.006159955590121528,0.0077705126093749995
9,walking,1.9105280767127406e-4,-4.988348006280048e-4,-8.301031532151442e-4,-0.054827715900447715,0.005318384629927884,0.011196196457061297,1.009073468359375,-0.01383776012201322,-0.12020919761015926
9,walking downstairs,0.0037811041045204617,-0.001710580528813244,0.005708204034561012,-0.06596859083074814,0.0013903817123325896,0.013486433305874256,1.0031520158854166,-0.01884100959237351,-0.08067105282918527
9,walking upstairs,-0.0031199153950159436,-0.001244121160711097,-0.005586508060369898,-0.14056490884834183,0.014935689865663265,0.026272960974489796,0.9709540300860969,-0.02093563551065051,-0.27252537107101404
10,laying,5.471051031285023e-4,-0.0037535870476850483,-0.002927147930836207,0.008373463125016972,-0.0012159475202707431,0.00813820787615124,0.01584141643995151,-0.12482003426724138,-0.03903557283135776
10,sitting,-0.0014350860670966435,0.0010991023025067998,0.0013393324964313946,-0.01605638446722387,0.0028624887316054397,-0.005194639711980904,0.8943076475549768,-0.022054035927372685,0.1948505850018808
10,standing,-1.9072031555557526e-4,8.372767823934658e-4,1.1349038912116469e-4,-5.265567472446734e-4,-0.006024122625450995,0.007488079400699574,1.0102063366832386,-0.024212475552201705,0.02868764569027628
10,walking,2.057330819428064e-4,6.074058876621482e-5,-2.477137366126179e-4,0.03956705499637382,-0.003437979764637381,0.005460138592158019,1.0170266551149765,-0.06560565975701652,0.048206569365392096
10,walking downstairs,0.002643156382483553,-0.0015037369086759868,-8.393811633018089e-4,-0.10021070747191611,-0.014629815156291118,-0.006147321271093751,1.0029968475328948,-0.047982733609457234,0.03478436775265214
10,walking upstairs,-0.0021543495652593084,0.0014438070818783245,-0.00326137924653258,0.10418643620114196,-0.009535828868038564,7.230255497672874e-4,0.9925795514960106,-0.03699628583706449,0.013573885219790891
11,laying,6.217879928078399e-4,-2.73612566814693e-4,-1.5821265356280156e-4,0.008766977350266226,0.014799699964889213,0.029072073832828536,0.24097760834978071,0.9596110635964913,0.10499196931565241
11,sitting,-2.0310632252883257e-4,0.001163680433206368,-0.0014972942787818396,-0.012709940213794811,-5.368475488216392e-4,-0.0044962076623328425,0.9521707550707548,0.23266616725617628,0.17825298815300708
11,standing,2.8809819787101065e-5,-3.196083030385641e-5,-1.2519613821855054e-4,-0.0016906601697800863,-9.964936834039894e-4,-0.0023342080673553855,1.0121626011136968,-0.1548408382413564,0.11935137383477394
11,walking,-0.001185762333879767,2.5731045791445973e-4,7.304934518670551e-4,-0.015488814837619174,0.0017287260149046616,-8.667440376588985e-4,1.0038786865068856,-0.19346560968548993,0.12694343588539458
11,walking downstairs,0.0028912851015862767,-3.522720656419841e-4,-9.12568411128397e-4,-0.10044699079619736,0.021699633987296192,-0.012750285821711957,1.0046162457370924,-0.1823660459237432,0.12364789287566237
11,walking upstairs,-0.0028438956299479167,-0.006911835722024016,4.989532849826387e-4,-0.056121966979832176,0.007967293375448496,-0.00997038623119647,0.9641426314670138,-0.33199998708078704,0.1390750934525955
12,laying,-0.003598650310159635,-2.004884127446094e-4,4.872967262500011e-5,0.01342836747808073,-0.004160214913365885,0.026050436818749738,0.06436716138198685,0.8202211245703125,0.26481598754440105
12,sitting,-5.293266171023284e-4,7.074919918957721e-4,6.60816593788603e-4,-0.01520315050365196,-3.876703510196077e-4,-0.005969026404540441,0.990221519653799,0.10170930787112438,0.08217045900817034
12,standing,-3.5019195807761286e-5,1.2478167584579914e-4,9.185578742543545e-4,-0.002401146464028405,0.0019554313438291497,-0.00534470724824667,1.0127022382940574,-0.2004090261308914,-0.04346111768472592
12,walking,-9.213910851562547e-5,8.27275840871875e-4,0.001700108022771875,-0.07924759208265625,0.018019249012278124,0.00603742439878125,1.0194030086875,-0.13690390335409064,-0.03928524833743125
12,walking downstairs,8.130569077072012e-4,-4.962476532031251e-4,-4.1236112687839676e-4,-0.08751683233274117,0.01426979080642833,0.001421025020176631,1.0082774439538043,-0.16091751108448368,-0.06107262449074389
12,walking upstairs,-9.490889585787259e-4,-0.004835659962154447,3.197388680573917e-4,-0.06750025977719351,0.014993181860315504,0.0015355573722205525,0.9983890778545673,-0.24559753593308292,-0.0742414764333113
13,laying,-1.77106713496686e-4,-0.001732098904625252,0.0013133593491449092,0.018501139838621724,-0.01006184122638634,0.01393575633177873,0.2246057824861391,0.671896923311492,0.5843278893649193
13,sitting,-6.69198850622449e-4,0.005906447761803571,0.003653938060416135,-0.008083303832351403,-0.007191997971325096,-0.0017657535529910715,0.9896202172034438,0.12560351624410077,0.07259779250653699
13,standing,3.764410256291119e-5,1.8303139062253278e-4,-0.0012607440169586897,-0.0019330933757425986,-4.429712252776864e-4,-3.81312210084978e-4,1.0024336723273026,-0.22140199501507676,-0.05836413299890351
13,walking,-3.4881859183662266e-4,-7.489576999040572e-4,-0.0010319227794599781,0.010575570404476974,-0.0024867604548985743,-0.003501874991515899,0.9795298702028509,-0.26599430560594844,-0.1355878188231908
13,walking downstairs,0.0035717470305518615,0.0014506821211921542,0.002085669826156915,-0.09797536661319814,0.02285408428027593,0.01104326329943484,1.0053880850897607,-0.1917820995099069,-0.09687821956905585
13,walking upstairs,-0.003992159260801136,-0.0055603983673125,-0.005767621203308807,-0.1140866468596875,0.03528833367948153,0.013431180009232954,0.9311756031392046,-0.34445869349519886,-0.21521444977264204
14,laying,-0.00912944379472793,0.0030399135209385722,0.007093832683468781,0.03375304697033701,-0.03570611803669577,0.0277907943660432,0.2236934382858456,0.5058805073376226,0.823680285814951
14,sitting,4.976462356587094e-4,0.004422954480266783,0.002611720897320023,-0.016878488157067852,0.001350676501510648,0.0028854961498287032,1.0003077276909722,-0.013928865896788194,-0.0958755667459346
14,standing,6.12028731561224e-4,0.0010124886236787605,0.001483207882327552,0.005761349811278646,0.008365510580665625,-0.0032243599243361983,0.9553591354296875,-0.20733832821614584,-0.33637399215364583
14,walking,-0.001157383596757415,-0.002433941174258474,5.124476366869704e-4,0.024956918968543435,-0.0038958856870762704,-0.015495311346239406,0.9024260432070974,-0.25435235363476694,-0.4202084596252648
14,walking downstairs,0.003265627772510417,-0.0015084921733454864,0.005111893759427084,0.013373411219895834,-0.009115408554472224,-0.02257136216746528,0.9162708636805555,-0.24737439690590277,-0.38618684146836807
14,walking upstairs,-0.003123091494933449,-0.0017312405860011577,-0.001312128764416956,0.11247791891186343,-0.022195507434953705,-0.05774517075371383,0.8193305087181713,-0.30594917727256943,-0.4933724011268808
15,laying,0.002452337632619401,2.667149040360243e-4,-0.0033769387556524524,0.011184763642809679,0.005584667870179406,0.012002648918285373,0.21652743921006945,0.9164311894965278,-0.045182873347478295
15,sitting,-9.628884569759535e-4,0.0028424962021896187,-0.0017685152027207308,-0.010350855341091578,-0.0027105321528568594,0.003923567925028734,0.9644240026615466,0.23148159714274363,-0.004525938169541843
15,standing,2.76156352332842e-4,-6.3648680571079e-4,7.9176227921079e-4,0.0014764014853478774,0.003781553318089328,-0.004487032112132164,1.018820377682783,-0.14708638614976416,0.05874896683048349
15,walking,-7.576672569473381e-4,2.9991334664351937e-5,2.2655378165538205e-4,-0.028685426327199073,0.005913040376987847,-9.224915216521992e-4,1.0078824018952546,-0.2155377658120949,0.06912941718046008
15,walking downstairs,5.405679502715772e-4,0.006035924630770089,-7.328361343545387e-4,-0.11235902536313244,0.017907972791357887,-0.006708327156491815,0.995586477250744,-0.14315965046481027,0.07126223560408482
